name,origin,slug,aroma,acid,body,flavor,aftertaste,desc_1,desc_3,desc_4,text
3133,"Yirgacheffe growing region, southern Ethiopia",/review/organic-ethiopia-aramo-natural,9.0,8.0,9.0,9.0,8.0,"Deeply aromatic and intensely sweet. Dried blueberry, pipe tobacco, lavender, sweet cocoa, a hint of whisky in aroma and cup. Juicy, quietly vibrant acidity; velvety-smooth mouthfeel. Flavor consolidates around dried blueberry and lavender in the short finish; the whisky hint returns in the long.",,"Fruit without the funk. Those who enjoy the aromatic resonance and depth of a fruit-toned natural-processed Ethiopia with just a hint of clean, sweet ferment.","Deeply aromatic and intensely sweet. Dried blueberry, pipe tobacco, lavender, sweet cocoa, a hint of whisky in aroma and cup. Juicy, quietly vibrant acidity; velvety-smooth mouthfeel. Flavor consolidates around dried blueberry and lavender in the short finish; the whisky hint returns in the long. "
543,Other,/review/colombia-4,9.0,8.0,8.0,9.0,8.0,"Delicate, deeply sweet. Roasted cacao nib, cinnamon, dried fig, vanilla in aroma and cup. Rich, vibrantly juicy acidity; lightly velvety mouthfeel. Fig, cinnamon and a hint of vanilla carry into the rich, resonant finish.",,"Those who enjoy an elegant, nuanced Colombia with deep dried-fruit and spice notes.","Delicate, deeply sweet. Roasted cacao nib, cinnamon, dried fig, vanilla in aroma and cup. Rich, vibrantly juicy acidity; lightly velvety mouthfeel. Fig, cinnamon and a hint of vanilla carry into the rich, resonant finish. "
1402,Other,/review/ethiopia-limmu-burka-gudina-estate,9.0,8.0,9.0,9.0,8.0,"Delicate and sweetly intricate. Orange blossom, frankincense, pie cherry, roasted cacao nib in aroma and cup. Crisp, lively acidity; light, satiny mouthfeel. All flavor notes carry into the sweetly crisp, flavor-saturated finish.",,"Anyone who appreciates the lively paradox offered by a crisply dry, yet intricately sweet natural-processed Ethiopia.","Delicate and sweetly intricate. Orange blossom, frankincense, pie cherry, roasted cacao nib in aroma and cup. Crisp, lively acidity; light, satiny mouthfeel. All flavor notes carry into the sweetly crisp, flavor-saturated finish. "
3611,Other,/review/rwanda-buremera-2,9.0,8.0,8.0,9.0,8.0,"Delicate, sweetly spicy. Toffee, clove, sweet grapefruit, lavender in aroma and cup. Briskly tart, balanced acidity; crisp, delicate mouthfeel. Toffee and sweet grapefruit notes carry the rich, lightly sweet, flavor-saturated finish.",,Those who value an engaging range of sweetly spicy and tart flavors in a delicate though balanced Central-Africa-style cup.,"Delicate, sweetly spicy. Toffee, clove, sweet grapefruit, lavender in aroma and cup. Briskly tart, balanced acidity; crisp, delicate mouthfeel. Toffee and sweet grapefruit notes carry the rich, lightly sweet, flavor-saturated finish. "
661,"Huila Department, southern Colombia",/review/colombia-supremo-4,8.0,8.0,8.0,9.0,8.0,"Richly and deeply sweet. Baker’s chocolate, raisin, Brazil nut, magnolia, oak in aroma and cup. Roundly tart acidity; plump, syrupy mouthfeel. Richly drying, quietly nut-toned finish.",,"Those looking for exceptional value in an accessible, impressively balanced, sweetly nut-toned Colombia.","Richly and deeply sweet. Baker’s chocolate, raisin, Brazil nut, magnolia, oak in aroma and cup. Roundly tart acidity; plump, syrupy mouthfeel. Richly drying, quietly nut-toned finish. "
1048,Other,/review/el-gaucho-espresso,9.0,,8.0,8.0,8.0,"Evaluated as espresso. Deeply savory/sweet, floral-toned. Apricot, cedar, dark chocolate, a hint of lush narcissus in aroma and small cup. Creamy, light mouthfeel. Nut and rosemary notes surface, complicating the cedar in the savory, slightly tart finish. The herby cedar lingers in three parts milk, and apricot resurfaces.",,"Those who enjoy a bold, sweet-savory espresso blend with an impressive price-to-quality ratio.","Evaluated as espresso. Deeply savory/sweet, floral-toned. Apricot, cedar, dark chocolate, a hint of lush narcissus in aroma and small cup. Creamy, light mouthfeel. Nut and rosemary notes surface, complicating the cedar in the savory, slightly tart finish. The herby cedar lingers in three parts milk, and apricot resurfaces. "
2724,Other,/review/las-delicias-farms-colombia,9.0,8.0,8.0,9.0,8.0,"Balanced, delicate and sweet. Peach, lemon zest, cedar, cacao nib, narcissus in aroma and cup. Juicy, lightly tart acidity; smooth, satiny mouthfeel. Flavor consolidates around lemon zest and peach in the clean, resonant finish. ",,"Those who enjoy a delicate, sweet Colombia with peach notes throughout and a pleasing floral character.","Balanced, delicate and sweet. Peach, lemon zest, cedar, cacao nib, narcissus in aroma and cup. Juicy, lightly tart acidity; smooth, satiny mouthfeel. Flavor consolidates around lemon zest and peach in the clean, resonant finish.  "
1553,"Yirgacheffe growing region, south-central Ethiopia",/review/ethiopia-yirgacheffe-dumerso-natural,9.0,8.0,8.0,9.0,8.0,"Delicate and high-toned. Raspberry cider, dried hibiscus flower, liquorice root, roasted cacao nib in aroma and cup. Juicy, gently sweet acidity; light, satiny mouthfeel. The quietly sweet finish is redolent of cacao nib and dried hibiscus in the short, walnut in the long.",,"Those who appreciate an elegant natural-processed Ethiopia cup, with the cider and fruit complemented by crisp nut and cacao.","Delicate and high-toned. Raspberry cider, dried hibiscus flower, liquorice root, roasted cacao nib in aroma and cup. Juicy, gently sweet acidity; light, satiny mouthfeel. The quietly sweet finish is redolent of cacao nib and dried hibiscus in the short, walnut in the long. "
2376,South-central Kenya,/review/kenya-aa-thageini,8.0,8.0,8.0,9.0,8.0,"Delicately sweet-savory. Black currant, cocoa powder, gardenia, nutmeg, blackberry jam in aroma and cup. Soft but vibrant acidity; lightly syrupy mouthfeel. Black currant notes carry the richly drying, sweetly resonant finish.",,"Those who appreciate a classic sweet-savory Kenya cup, gently pungent, quietly complex.","Delicately sweet-savory. Black currant, cocoa powder, gardenia, nutmeg, blackberry jam in aroma and cup. Soft but vibrant acidity; lightly syrupy mouthfeel. Black currant notes carry the richly drying, sweetly resonant finish. "
3824,Not disclosed,/review/stubble-man-espresso,9.0,,8.0,9.0,8.0,"Evaluated as espresso. Crisply cocoa-toned, quietly complex. Baker’s chocolate, fresh-cut cedar, apricot jam, anise in aroma and small cup. Satiny mouthfeel. Chocolate and cedar carry into a resonant though drying finish. Surprisingly buttery and fat in three parts milk, with continued apricot and cedar notes.",,Those who value an espresso both crisply dry and plumply fruit-toned.,"Evaluated as espresso. Crisply cocoa-toned, quietly complex. Baker’s chocolate, fresh-cut cedar, apricot jam, anise in aroma and small cup. Satiny mouthfeel. Chocolate and cedar carry into a resonant though drying finish. Surprisingly buttery and fat in three parts milk, with continued apricot and cedar notes. "
27,"Holualoa, North Kona growing district, “Big Island” of Hawaii",/review/100-kona-bourbon-pointu-laurina,9.0,8.0,9.0,9.0,8.0,"Deeply rich, subtly complex. Honey, prickly pear fruit, clove, cocoa nib and jasmine in aroma and cup. Delicate, dynamically composed acidity; buttery-smooth mouthfeel. The resonant, spice-toned finish leads with cocoa butter in the short and clove notes in the long.",,"Those interested in the thrill of experiencing a rare and distinctive coffee variety, tactfully roasted by a highly regarded Kona producer.","Deeply rich, subtly complex. Honey, prickly pear fruit, clove, cocoa nib and jasmine in aroma and cup. Delicate, dynamically composed acidity; buttery-smooth mouthfeel. The resonant, spice-toned finish leads with cocoa butter in the short and clove notes in the long. "
1359,"Yirgacheffe growing region, south-central Ethiopia",/review/ethiopia,9.0,8.0,9.0,9.0,8.0,"Deeply sweet and fruit-toned. Dried blueberry, sandalwood, cocoa powder, sweet-toned bourbon whisky in aroma and cup. Juicy, round acidity; silky, buoyant mouthfeel. The whisky suggestion on the nose and in the cup carries through the crisp, flavor-saturated finish.",,Those who enjoy a powerhouse natural-processed Ethiopia coffee with an elegantly and complexly stated whisky-toned fruit character.,"Deeply sweet and fruit-toned. Dried blueberry, sandalwood, cocoa powder, sweet-toned bourbon whisky in aroma and cup. Juicy, round acidity; silky, buoyant mouthfeel. The whisky suggestion on the nose and in the cup carries through the crisp, flavor-saturated finish. "
718,Other,/review/congo,8.0,8.0,9.0,8.0,8.0,"Delicately sweet and spicy. Crisp apple, dark caramel, toasted nori and rosemary flower in aroma and cup. Juicy, quietly tart acidity; satiny-smooth mouthfeel. Dark caramel notes run through the richly drying, resonant finish.",,"Those who appreciate a balanced, sweet and spicy coffee with compelling savory depth and impressive socio-economic and environmental credentials.","Delicately sweet and spicy. Crisp apple, dark caramel, toasted nori and rosemary flower in aroma and cup. Juicy, quietly tart acidity; satiny-smooth mouthfeel. Dark caramel notes run through the richly drying, resonant finish. "
194,Other,/review/bernachon-b945-espresso,8.0,,8.0,9.0,8.0,"Evaluated as espresso. Cocoa-toned, pungently roasty. Blackberry, cocoa, cedar, ripe (almost overripe) plum in aroma and small cup. Very lightly syrupy mouthfeel; cocoa and cedar persist in a richly drying finish. Muscular in three parts milk: dark chocolate, cedar, ripe plum, blackberry.",,"Those who value cocoa-toned, bracingly dark-roasted espressos. Big and assertive in milk.","Evaluated as espresso. Cocoa-toned, pungently roasty. Blackberry, cocoa, cedar, ripe (almost overripe) plum in aroma and small cup. Very lightly syrupy mouthfeel; cocoa and cedar persist in a richly drying finish. Muscular in three parts milk: dark chocolate, cedar, ripe plum, blackberry. "
199,Other,/review/bernachon-n345-espresso,8.0,,8.0,8.0,8.0,"Evaluated as espresso. Subtly rich and balanced. Cedar, cocoa-powder, plum, star-anise, vanilla in aroma and small-cup. Lightly satiny mouthfeel. Flavor consolidates around quiet cocoa and cedar in a sweet finish. Fills out three parts milk nicely with continued cocoa and cedar notes.",,"Subtle balance and comfortable sweetness make this an accessible espresso, perhaps best enjoyed as a cappuccino.","Evaluated as espresso. Subtly rich and balanced. Cedar, cocoa-powder, plum, star-anise, vanilla in aroma and small-cup. Lightly satiny mouthfeel. Flavor consolidates around quiet cocoa and cedar in a sweet finish. Fills out three parts milk nicely with continued cocoa and cedar notes. "
731,"Central Valley, Costa Rica",/review/costa-rica-alberto-guardia-venecia-natural,9.0,9.0,9.0,9.0,9.0,"Elegantly fruit-toned and rich. Blueberry, complex flowers (sweet lilac, pungent dried hibiscus), frankincense, fudgy chocolate in aroma and cup. Sweet, juicy acidity; buoyant, silky-smooth mouthfeel. Hibiscus and lilac carry the short finish, while blueberry and chocolate resurface in the long.",,Those who value a dried-in-the-fruit or “natural” coffee with the fruit and complexity of type vividly yet elegantly embodied.,"Elegantly fruit-toned and rich. Blueberry, complex flowers (sweet lilac, pungent dried hibiscus), frankincense, fudgy chocolate in aroma and cup. Sweet, juicy acidity; buoyant, silky-smooth mouthfeel. Hibiscus and lilac carry the short finish, while blueberry and chocolate resurface in the long. "
3004,Other,/review/nicaragua-francisco-olivera,9.0,8.0,9.0,9.0,8.0,"Sweetly spicy and complex. Nutmeg, baker’s chocolate, Asian pear and a hints of lavender and peppermint in aroma and cup. Gentle, round acidity; syrupy-smooth mouthfeel. Pear, mint, lavender and baker’s chocolate all carry into a savory, richly drying finish. ",,"Those who value the deep, savory-sweet complexity of a fine Maracaturra/Pacamara-style cup.","Sweetly spicy and complex. Nutmeg, baker’s chocolate, Asian pear and a hints of lavender and peppermint in aroma and cup. Gentle, round acidity; syrupy-smooth mouthfeel. Pear, mint, lavender and baker’s chocolate all carry into a savory, richly drying finish.  "
67,"Yirgacheffe growing region, south-central Ethiopia",/review/adame-gorbota-espresso,9.0,,9.0,9.0,9.0,"Evaluated as espresso. Lushly but resonantly bright; juicy. Complex fruit (mango, guava, tangerine), dark chocolate, sandalwood, jasmine in aroma and small cup. Silky mouthfeel; crisp, deeply flavor-saturated finish. Maintains its complexity into three parts milk, untamed and fruit-forward.  ",,"An all-around spectacular single-origin espresso, immense in dimension and aromatic range in the straight shot, capable of maintaining its distinction even in tall milk.","Evaluated as espresso. Lushly but resonantly bright; juicy. Complex fruit (mango, guava, tangerine), dark chocolate, sandalwood, jasmine in aroma and small cup. Silky mouthfeel; crisp, deeply flavor-saturated finish. Maintains its complexity into three parts milk, untamed and fruit-forward.   "
1035,Other,/review/el-aguila-pacamara-espresso,9.0,,9.0,9.0,8.0,"Evaluated as espresso. Lush yet deeply savory; original. Honey, dark chocolate, roasted pine nut, horned melon, wisteria in aroma and small-cup. Full, syrupy mouthfeel. Fruit and flowers carry into a resonant short finish that turns richly drying in the long. Fills out milk with a complexly savory-sweet chocolate and peach- and melon-toned fruit.",,"Exceptional coffees of the Pacamara variety, with their juxtaposition of savory depth and floral sweetness, often require a reframing of our coffee expectations. This espresso is neither classically Italian nor brightly contemporary, but rather a sophisticated espresso framing of the savory-sweet sensory style of the Pacamara type.","Evaluated as espresso. Lush yet deeply savory; original. Honey, dark chocolate, roasted pine nut, horned melon, wisteria in aroma and small-cup. Full, syrupy mouthfeel. Fruit and flowers carry into a resonant short finish that turns richly drying in the long. Fills out milk with a complexly savory-sweet chocolate and peach- and melon-toned fruit. "
2740,Not disclosed,/review/lift-off-espresso-2,9.0,,8.0,9.0,8.0,"Evaluated as espresso. Sweetly nuanced, crisp, balanced. Tangerine, pomegranate, honeysuckle, sandalwood in aroma and small cup. Light, satiny mouthfeel; layered fruit notes ring on in a gently tart finish. Three parts milk rounds the fruit, turning it delicately chocolaty.",,Those who value finesse and delicate complexity. Its refinement shows best in a straight shot or in short milk drinks.,"Evaluated as espresso. Sweetly nuanced, crisp, balanced. Tangerine, pomegranate, honeysuckle, sandalwood in aroma and small cup. Light, satiny mouthfeel; layered fruit notes ring on in a gently tart finish. Three parts milk rounds the fruit, turning it delicately chocolaty. "
1399,Other,/review/ethiopia-kossa-geshe,9.0,8.0,9.0,9.0,8.0,"Crisp, soft, complexly layered. Violets, roasted cacao nib, cinnamon bark, tamarind in aroma and cup. Roundly gentle acidity; plush, enveloping mouthfeel. Cinnamon and cacao nib in particular carry into a long, resonant finish.",,"Those who value simultaneous delicacy and richness in a crisp, cinnamon- and cocoa-toned cup.","Crisp, soft, complexly layered. Violets, roasted cacao nib, cinnamon bark, tamarind in aroma and cup. Roundly gentle acidity; plush, enveloping mouthfeel. Cinnamon and cacao nib in particular carry into a long, resonant finish. "
3755,Southern India,/review/single-origin-malabar-espresso,8.0,,8.0,8.0,7.0,"Evaluated as espresso. Syrupy, savory-sweet, roasty. Dark chocolate, scorched mesquite, orange zest, very ripe peach in aroma and small cup. Fat, syrupy mouthfeel; heavy, savory-sweet finish. Fruit-toned chocolate and mesquite dominate in three parts milk.",,"Those who enjoy richly rustic, heavy-bodied, darker-roasted espressos.","Evaluated as espresso. Syrupy, savory-sweet, roasty. Dark chocolate, scorched mesquite, orange zest, very ripe peach in aroma and small cup. Fat, syrupy mouthfeel; heavy, savory-sweet finish. Fruit-toned chocolate and mesquite dominate in three parts milk. "
2254,"Blue Mountain growing region, eastern Jamaica.",/review/jamaica-blue-mountain-5,8.0,,7.0,8.0,8.0,"Evaluated as espresso produced as a ristretto 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Delicate, gently bright, lightly fruit-toned. Pineapple, molasses, fresh-cut fir in aroma and cup. Very light, silky mouthfeel. Crisply sweet finish. Very delicate in three parts milk; the fir and molasses notes resolve to an elegant if faint chocolate.",,"Nespresso capsule machine owners who enjoy a very delicate, sweetly bright espresso with a pleasing fruit note. Best at the short, ristretto setting.","Evaluated as espresso produced as a ristretto 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Delicate, gently bright, lightly fruit-toned. Pineapple, molasses, fresh-cut fir in aroma and cup. Very light, silky mouthfeel. Crisply sweet finish. Very delicate in three parts milk; the fir and molasses notes resolve to an elegant if faint chocolate. "
1433,Other,/review/ethiopia-natural-yirgacheffe-gutiti-coop,9.0,9.0,9.0,9.0,9.0," Lush and fruit-forward. Jasmine, blood orange, frankincense and almond butter in aroma and cup. Rich, vibrant acidity; syrupy-smooth mouthfeel. The juicy finish is redolent of jasmine and almond.",,Those who appreciate the deeply aromatic and exotic character of an exceptional dried-in-the-fruit Yirgacheffe.," Lush and fruit-forward. Jasmine, blood orange, frankincense and almond butter in aroma and cup. Rich, vibrant acidity; syrupy-smooth mouthfeel. The juicy finish is redolent of jasmine and almond. "
1426,"Sidama (also Sidamo) growing region, southern Ethiopia",/review/ethiopia-natural-sidamo-guji-shakisso,9.0,8.0,9.0,9.0,8.0,"Immense, intricate, sweet. Lychee, caramelized pear, lush rose, rye whiskey and hazelnut in aroma and cup. Rich, juicy acidity; buoyant, silky mouthfeel. Lychee, cacao nib and a hint of fine musk carry the long, crisp, nuanced finish.",,"Those who love powerhouse, fruit-forward natural Ethiopia coffees with elegant but explicit notes of sweet ferment.","Immense, intricate, sweet. Lychee, caramelized pear, lush rose, rye whiskey and hazelnut in aroma and cup. Rich, juicy acidity; buoyant, silky mouthfeel. Lychee, cacao nib and a hint of fine musk carry the long, crisp, nuanced finish. "
588,Other,/review/colombia-granja-la-esperanza-las-margaritas-sudan-rume,9.0,9.0,9.0,9.0,9.0,"Complex, delicate, richly sweet. Mango, blood orange, nougat, violet, myrrh in aroma and cup. Vibrant, juicy acidity; velvety-smooth mouthfeel. All of the fruit, flower, nut and exotic spice notes carry through a deep, flavor-saturated finish.",,"Those interested in experiencing a rare coffee variety, expertly roasted, that lives up to is rare billing in the cup.","Complex, delicate, richly sweet. Mango, blood orange, nougat, violet, myrrh in aroma and cup. Vibrant, juicy acidity; velvety-smooth mouthfeel. All of the fruit, flower, nut and exotic spice notes carry through a deep, flavor-saturated finish. "
68,"Yirgacheffe growing region, south-central Ethiopia",/review/adame-gorbota-ethiopia,9.0,9.0,8.0,9.0,9.0,"Delicate, rich, sweetly floral. Tangerine blossom, cinnamon, passion fruit and dark chocolate in aroma and cup. Plump, balanced acidity; syrupy mouthfeel. Cocoa and cinnamon, in particular, carry into a long, resonant finish.",,Those who value a classic washed Ethiopia cup with profound aromatic intrigue.,"Delicate, rich, sweetly floral. Tangerine blossom, cinnamon, passion fruit and dark chocolate in aroma and cup. Plump, balanced acidity; syrupy mouthfeel. Cocoa and cinnamon, in particular, carry into a long, resonant finish. "
1534,"Yirgacheffe growing region, southern Ethiopia",/review/ethiopia-yirgacheffe-adado,9.0,9.0,9.0,9.0,9.0,"Elaborately rich and sweet. Candied lemon zest, cacao nib, jasmine, sandalwood in aroma and cup. Gentle, slightly bitter acidity; lightly silky mouthfeel. Resonant finish dominated by lemon zest in the short finish and cacao nib and frankincense in the long.",,"hose who enjoy a fine, classic wet-processed Yirgacheffe with the intricately lush yet crisply intense character of the type.","Elaborately rich and sweet. Candied lemon zest, cacao nib, jasmine, sandalwood in aroma and cup. Gentle, slightly bitter acidity; lightly silky mouthfeel. Resonant finish dominated by lemon zest in the short finish and cacao nib and frankincense in the long. "
3581,Other,/review/rock-house-blend,9.0,8.0,8.0,9.0,8.0,"Delicate and sweetly spicy. Hibiscus, hazelnut, peach, grapefruit zest, sweet lavender in aroma and cup. Juicy, plump acidity; satiny mouthfeel. Grapefruit zest and hazelnut predominate in the crisp, richly sweet finish. ",,Those seeking excellent value in a high-quality Fair-Trade/organic blend both elegant yet powerfully aromatic in the cup.,"Delicate and sweetly spicy. Hibiscus, hazelnut, peach, grapefruit zest, sweet lavender in aroma and cup. Juicy, plump acidity; satiny mouthfeel. Grapefruit zest and hazelnut predominate in the crisp, richly sweet finish.  "
3632,Other,/review/rwanda-hingakawa,9.0,8.0,8.0,9.0,8.0,"Delicate, sweetly rich. Mulberry, tea rose, cacao nib, cedar in aroma and cup. Lightly juicy acidity; velvety mouthfeel. Cacao nib and cedar carry into the crisp, richly drying finish.",,"Those who value a juicy, zesty Central Africa cup animated by an appealing sweet-tart mulberry note.","Delicate, sweetly rich. Mulberry, tea rose, cacao nib, cedar in aroma and cup. Lightly juicy acidity; velvety mouthfeel. Cacao nib and cedar carry into the crisp, richly drying finish. "
420,Other,/review/burundi-kiryama-2,8.0,8.0,8.0,9.0,8.0,"Rich and deeply sweet. Caramel, gardenia, apricot, malt in aroma and cup. Gentle, richly rounded acidity; richly creamy mouthfeel. Caramel and malt carry into the clean, gently drying finish.",,Those who enjoy complex fruit and floral notes in a coffee with an unusual malt character throughout.,"Rich and deeply sweet. Caramel, gardenia, apricot, malt in aroma and cup. Gentle, richly rounded acidity; richly creamy mouthfeel. Caramel and malt carry into the clean, gently drying finish. "
3403,Other,/review/panama-ratibor-hartmann-natural,9.0,9.0,9.0,9.0,9.0," Elegantly powerful, exquisitely floral-toned. Apricot marmalade, brandy, white pepper, myrrh and molasses in aroma and cup. Crisp, round, deeply sweet acidity; liltingly plush mouthfeel. All flavor notes carry into a quietly resonant, long finish.",,"Those seeking the sensory hedonism of a beautifully made natural coffee: flavor-saturated, subtly complex and juicy throughout."," Elegantly powerful, exquisitely floral-toned. Apricot marmalade, brandy, white pepper, myrrh and molasses in aroma and cup. Crisp, round, deeply sweet acidity; liltingly plush mouthfeel. All flavor notes carry into a quietly resonant, long finish. "
728,"Central Valley, Costa Rica",/review/costa-rica-alberto-guardia-bourbon-honey,9.0,8.0,8.0,9.0,8.0,"Deeply sweet and resonant. Honey, cedar, ripe blackberry, tangerine, lavender in aroma and cup. Round, sweet-toned acidity; buoyant, lightly syrupy mouthfeel. Honey, lavender and tangerine saturate the long, rich finish.",,"Those who enjoy an attractively assertive, fruit-forward Costa Rica cup with a honey throughline.","Deeply sweet and resonant. Honey, cedar, ripe blackberry, tangerine, lavender in aroma and cup. Round, sweet-toned acidity; buoyant, lightly syrupy mouthfeel. Honey, lavender and tangerine saturate the long, rich finish. "
3468,Other,/review/peru-cafe-femenino-2,8.0,8.0,8.0,8.0,8.0,"Roast-toned and chocolaty. Roasted almond, dark chocolate, narcissus, molasses in aroma and cup. Crisply dry acidity; velvety mouthfeel. Chocolate and nut suggestions consolidate in a gently drying finish.",,Those who enjoy moderately dark-roasted coffees that pleasingly emphasize chocolate and nut notes.,"Roast-toned and chocolaty. Roasted almond, dark chocolate, narcissus, molasses in aroma and cup. Crisply dry acidity; velvety mouthfeel. Chocolate and nut suggestions consolidate in a gently drying finish. "
2472,"Nyeri growing region, south-central Kenya",/review/kenya-karatina-aa-espresso,9.0,8.0,9.0,9.0,8.0,"Crisply and subtly sweet. Black currant, almond, gardenia-like flowers, dark chocolate in aroma and cup. Rounded, rich acidity; light but syrupy mouthfeel. Black currant and chocolate notes resonate in the quietly rich-toned, gently drying finish.",,Those who enjoy an invigorating balance between sweet and tart notes in a delicate but subtly powerful Kenya cup.,"Crisply and subtly sweet. Black currant, almond, gardenia-like flowers, dark chocolate in aroma and cup. Rounded, rich acidity; light but syrupy mouthfeel. Black currant and chocolate notes resonate in the quietly rich-toned, gently drying finish. "
3187,Other,/review/organic-guatemala-asuvim-micro-lot,9.0,8.0,8.0,9.0,8.0,"Spicy, crisply sweet. Green apple and grape, sandalwood, roasted cacao nib, a hint of myrrh in aroma and cup. Round, brisk but juicy acidity; silky mouthfeel. Citrus and sandalwood, in particular, carry into a dry, zesty finish.",,"Those who value an invigorating, zesty-sweet cup with lively, distinctive aromatic intrigue.","Spicy, crisply sweet. Green apple and grape, sandalwood, roasted cacao nib, a hint of myrrh in aroma and cup. Round, brisk but juicy acidity; silky mouthfeel. Citrus and sandalwood, in particular, carry into a dry, zesty finish. "
2363,Kenya,/review/kenya-aa-medium-roast,8.0,8.0,9.0,9.0,8.0,"Those who value a roundly assertive Kenya with rich, complexly stated sweetness enveloping tart fruit notes. An almost shockingly low price for a Kenya this distinctive and pleasing.",,"Those who value a roundly assertive Kenya with rich, complexly stated sweetness enveloping tart fruit notes. An almost shockingly low price for a Kenya this distinctive and pleasing.","Those who value a roundly assertive Kenya with rich, complexly stated sweetness enveloping tart fruit notes. An almost shockingly low price for a Kenya this distinctive and pleasing. "
642,Other,/review/colombia-narino-medium-roast,8.0,8.0,8.0,8.0,8.0,"Delicately and richly sweet. Orange marmalade, tea rose, fresh-cut fir, cashew in aroma and cup. Round, bittersweet acidity; full, lightly velvety mouthfeel. Fir and plum predominate in the quietly sweet, slightly drying finish.",,"Those who enjoy a pleasingly accessible, fruit-and-nut-toned Colombia.","Delicately and richly sweet. Orange marmalade, tea rose, fresh-cut fir, cashew in aroma and cup. Round, bittersweet acidity; full, lightly velvety mouthfeel. Fir and plum predominate in the quietly sweet, slightly drying finish. "
682,Colombia,/review/colombian-100-arabica-medium-dark-roast,8.0,8.0,8.0,8.0,8.0,"Sweetly and gently pungent, quietly complex. Dark chocolate, cedar, hazelnut, plum in aroma and cup. Round, backgrounded but softly resonant acidity; lightly syrupy mouthfeel. Hints of dark chocolate, cedar and plum all linger faintly but persistently in a sweet-toned finish.  ",,Those looking for quiet but surprising intrigue at a value price in a supermarket Colombia.,"Sweetly and gently pungent, quietly complex. Dark chocolate, cedar, hazelnut, plum in aroma and cup. Round, backgrounded but softly resonant acidity; lightly syrupy mouthfeel. Hints of dark chocolate, cedar and plum all linger faintly but persistently in a sweet-toned finish.   "
3613,Other,/review/rwanda-butare,7.0,8.0,8.0,8.0,8.0,"Quiet, sweet-savory. Green apple, brown sugar, cedar, white peppercorn in aroma and cup. Brisk, juicy acidity; plump mouthfeel. Flavor consolidates in a crisp, dry finish.",,"Those who value a brisk rendition of tart fruit and pungent, peppery cedar notes, as well as coffee drinkers interested in supporting this company’s philanthropic efforts directed toward delivering clean water to those who have none or little.","Quiet, sweet-savory. Green apple, brown sugar, cedar, white peppercorn in aroma and cup. Brisk, juicy acidity; plump mouthfeel. Flavor consolidates in a crisp, dry finish. "
3983,Other,/review/tanzania-kikafu-estate-direct-trade-light-roast,7.0,8.0,8.0,8.0,8.0,"Rich, roast-rounded. Baker’s chocolate, hazelnut, fir, brown sugar in aroma and cup. Gentle, balanced acidity; crisp, lightly syrupy mouthfeel. Flavors consolidate in a dry, spicy finish, with chocolate lingering into the long.",,Those looking for value and the convenience of a pre-ground coffee that still manages to deliver a quietly distinctive cup.,"Rich, roast-rounded. Baker’s chocolate, hazelnut, fir, brown sugar in aroma and cup. Gentle, balanced acidity; crisp, lightly syrupy mouthfeel. Flavors consolidate in a dry, spicy finish, with chocolate lingering into the long. "
624,Other,/review/colombia-luminosa-light-roast,8.0,7.0,8.0,8.0,7.0,"Mild, sweetly pungent. Apricot, brown sugar, hints of dark chocolate and lily in aroma and cup. Round, backgrounded acidity; plump mouthfeel. Flavor makes a rather faint last stand in a quiet finish.",,"This coffee is considerably lighter roasted than a typical Peet’s coffee. Its gentle pungency and apricot fruit is pleasing, though rather muted.","Mild, sweetly pungent. Apricot, brown sugar, hints of dark chocolate and lily in aroma and cup. Round, backgrounded acidity; plump mouthfeel. Flavor makes a rather faint last stand in a quiet finish. "
209,Other,/review/big-trouble,8.0,7.0,8.0,8.0,7.0,"Quiet; brisk but sweet. Black tea, almond, elm, bergamot, carob in aroma and cup. Round, backgrounded acidity; full, plush mouthfeel. Citrusy finish in the short, carob and elm in the long.",,Those who enjoy an understated balance of sweetness and citrus-and-nut briskness.,"Quiet; brisk but sweet. Black tea, almond, elm, bergamot, carob in aroma and cup. Round, backgrounded acidity; full, plush mouthfeel. Citrusy finish in the short, carob and elm in the long. "
15,Colombia,/review/100-colombian-ground-coffee,8.0,6.0,7.0,7.0,6.0,"Crisply sweet, delicate, balanced but simple. Molasses, raisin, freshly cut fir, a hint of hazelnut in aroma and cup. Crisp, though rather muted, acidity; silky, but very light, mouthfeel. Sweet in the finish, though drying and rather woody.",,"Great price, but not much other reason to buy this sweet-toned but rather listless pre-ground Colombia.","Crisply sweet, delicate, balanced but simple. Molasses, raisin, freshly cut fir, a hint of hazelnut in aroma and cup. Crisp, though rather muted, acidity; silky, but very light, mouthfeel. Sweet in the finish, though drying and rather woody. "
