slug,name,roaster,roast,country_of_origin,desc_1,desc_2,latitude,longitude,rating,aroma,acid,body,flavor,aftertaste,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate
/review/kenya-nyeri-ichamama,Kenya Nyeri Ichamama,Daktari Coffee,Medium-Light,Kenya,"Delicately rich, crisply floral. Honey, grapefruit zest, licorice bark, plum blossom in aroma and cup. Tartly juicy acidity; light, satiny mouthfeel. Honey, grapefruit and licorice bark carry into a richly drying, sweettoned finish.","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the worlds most elegant and distinctive coffees. Meticulously wetprocessed using traditional fermentandwash methods. Daktari Coffee was founded by Dr. Bob Arnot, who has been involved in East Africa for over 45 years as a physician, humanitarian and journalist and has embraced coffee as a sustainable means of development. Daktari uses sophisticated analytical chemistry to identify roast profiles aimed at retaining compounds assumed to be most healthenhancing in each coffee. For more information, visit www.daktaricoffee.com.",1.4419683,38.4313975,92,9.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-yirgacheffe-chelelektu,Ethiopia Yirgacheffe Chelelektu,Very Famous International,Light,Ethiopia,"Deeply sweet, intricately rich. Raspberry, sandalwood, tangerine zest, honeysuckle, a hint of cinnamon in aroma and cup. Elegant, juicy acidity; plushly smooth mouthfeel. The long, confident finish leads with raspberry notes, then consolidates to crisp sandalwood and tangerine zest in the long. ","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a natural or dryprocessed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wetprocessed floral and citrustoned Yirgacheffe profile. Founded in 2006, Very Famous International Co., Ltd. is a Taiwanbased specialty coffee roaster. For more information, email mmy868@yahoo.com.tw or visit http://www.facebook.com/civetcoffeetea.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-papilio-sidamo,Ethiopia Papilio Sidamo,Pro Aroma Enterprise Coffee,Medium-Light,Ethiopia,"Rich, spicy, floral. Dried apricot, pink peppercorn, lilac, freshcut fir, hazelnut in aroma and cup. Quiet, rounded acidity; lightly satiny mouthfeel. The gently drying finish consolidates to aromatic wood notes with a hint of apricot.","Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method fruit skin and pulp are removed before drying they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this one is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Pro Aroma Enterprise Coffee Co., Ltd. is a Taiwanbased specialty coffee company. For more information, visit http://proaroma.weebly.com/or email proaroma.tw@gmail.com",6.7678,35.6343712,92,9.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/kenya-ab-civet,Kenya AB Civet,Very Famous International,Medium-Light,Kenya,"Very delicate; richly savory, deeply sweet. Lemongrass, prairie flowers, sassafras, honey, hibiscus in aroma and cup. Crisp, tart acidity; lightly silky mouthfeel. The quietly flavorsaturated short finish consolidates to gently drying lemon verbena with a hint of honey in the long. ","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the worlds most elegant and distinctive coffees. This Kenya was produced from trees of the admired heirloom SL28 and SL34 varieties of Arabica. It was treated in a lab with an innovative procedure intended to mimic the impact on the beans of civet or kopi luwak processing, in which the beans are harvested from the feces of civets after the animal has digested the coffee fruit and defecated the beans. Founded in 2006, Very Famous International Co., Ltd. is a Taiwanbased specialty coffee roaster. For more information, email mmy868@yahoo.com.tw or visit http://www.facebook.com/civetcoffeetea.",1.4419683,38.4313975,92,8.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/colombia-amerika-kusini,Colombia “Amerika Kusini”,Daktari Coffee,Medium-Light,Colombia,"Sweettoned, roundly pungent. Brown sugar, ripe cantaloupe, freshcut fir, violetlike flowers in aroma and cup. Plump, balanced acidity; full, velvety mouthfeel. Flavor consolidates in a lightly drying finish.","This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Produced in the southern Colombia Department of Huila, one of the most respected of Colombia growing regions. Daktari Coffee was founded by Dr. Bob Arnot, who has been involved in East Africa for over 45 years as a physician, humanitarian and journalist and has embraced coffee as a sustainable means of development. Daktari uses sophisticated analytical chemistry to identify roast profiles aimed at retaining compounds assumed to be most healthenhancing in each coffee. For more information, visit www.daktaricoffee.com.",4.099917,-72.9088133,91,9.0,7.0,8.0,9.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
/review/passport-collection-kenya-ichamara,Passport Collection Kenya Ichamara,Oceana Coffee,Medium-Light,Kenya,"Richly sweetsavory, intricate. Sweet chocolate, juniper, red currant, a violetlike floral top note in aroma and cup. Resonant, lowtoned acidity; full, syrupy mouthfeel. The juniper note is crisply bright and almost ginlike in the finish, though cushioned by sweet chocolate and a continued shimmer of violet.","This exceptional coffee was selected as the No. 17 coffee on Coffee Reviews list of the Top 30 Coffees of 2016. Certified organic. Produced exclusively from trees of Kenyas two premier varieties of Arabica, the great Bourbonrelated SL28 and SL34. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the worlds most elegant and distinctive coffees. Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Oceanas staff is obsessed with every detail of the process, from sourcing the beans to how the coffee is poured, in order to ensure that every cup is as rich and resonant as it should be. Visit www.oceanacoffee.com for more information.",1.4419683,38.4313975,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0
/review/ethiopia-limu-natural-no-701,Ethiopia Limu Natural No. 701,Oceana Coffee,Medium-Light,Ethiopia,"Big, deep, sumptuous. Intricate flowers lavender, wisteria, lushly complex fruit, roasted cacao nib, fragrant sandalwood in aroma and cup. Round but crisp acidity; lightly syrupy, buoyant mouthfeel. The massive flavorsaturated finish fades slightly as the cup cools.","Limu is a growing district in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the area. This is a natural or dryprocessed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Oceanas staff is obsessed with every detail of the process, from sourcing the beans to how the coffee is poured, in order to ensure that every cup is as rich and resonant as it should be. Visit www.oceanacoffee.com for more information.",6.7678,35.6343712,94,10.0,8.0,8.0,10.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/costa-rica-la-falda-grande,Costa_Rica La Falda Grande,Ghost Town Coffee Roasters,Medium-Light,Costa Rica,"Delicate but pungent, lightly savory. Black cherry, pine, clove, zesty tangerine in aroma and cup. Crisp, buoyant acidity. Light, silky mouthfeel. Clove and tangerine animate a dry though resonant finish. ","Produced from the respected Caturra and Catuai varieties of Arabica. This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Ghost Town is a smallbatch roaster, wholesaler, equipment supplier and training resource located in Bozeman, Montana that takes great care in responsibly sourcing topquality specialty coffees. Visit www.ghosttowncoffee.com call 4065860777 for more information.",9.536456900000001,-84.17566257468567,91,8.0,8.0,8.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0
/review/rwanda-fair-trade-dukundekawa-musasa,Rwanda Fair Trade Dukundekawa Musasa,Mystic Monk Coffee,Medium,Rwanda,"Sweetly roasttoned, savory, deep. Brown sugar, lemon zest, lightly scorched fir, mace, faint gardenia in aroma and cup. Low perceptible acidity; lightly creamy mouthfeel. Lemon zest, lightly scorched aromatic wood, a hint of mace complicate the gently drying finish.","Produced entirely from the Bourbon variety of Arabica by 2015 Cup of Excellence winner Dukundekawa Musasa Cooperative. This coffee is Fair Trade certified, meaning it was purchased from smallholding farmers at a fair or economically sustainable price. Mystic Monk Coffee is a smallbatch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 8777516377 for more information.",-1.9646631,30.0644358,90,8.0,8.0,8.0,8.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0
/review/ethiopia-yirgacheffe-aricha-2,Ethiopia Yirgacheffe Aricha,Oceana Coffee,Medium-Light,Ethiopia,"Deeply sweet, fruitforward. Ripe blueberry, cocoa, jasmine, myrrh, hazelnut butter in aroma and cup. Gentle but lively acidity; full, satiny mouthfeel. The lightly resonant finish consolidates around a cocoatoned hazelnut.","Most Yirgacheffe coffee is prepared by the conventional wet method, in which the skin and pulp are removed from the beans or seeds before they are dried, encouraging a cleanly hightoned, often intensely floral and citrustoned cup. This Yirgacheffe is a natural or dryprocessed version, however, meaning the beans/seeds were dried inside the fruit, encouraging a deepertoned floral and fruit character. Like virtually all Ethiopia coffees, this striking and unusual coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Oceanas staff is obsessed with every detail of the process, from sourcing the beans to how the coffee is poured, in order to ensure that every cup is as rich and resonant as it should be. For more information, visit www.oceanacoffee.com.",6.7678,35.6343712,92,9.0,8.0,8.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/ethiopia-yirgacheffe-ycfcu-idido,Ethiopia Yirgacheffe YCFCU Idido,GK Coffee,Medium-Light,Ethiopia,"Crisply sweet, delicate, intricately composed. Mango, sandalwood, brown sugar, jasmine, cocoa in aroma and cup. Bright, vibrant acidity; levitating, silky mouthfeel. The richly drying, crisp finish centers on brown sugar and sandalwood notes in the short and fruittoned cocoa in the long.","This coffee is processed at the famous Idido cooperative. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctively floral and fruittoned coffees from traditional varieties of Arabica long grown in the region. It is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. GK coffee is a café, roastery and BB in YiLan, Taiwan. GK provides quality specialty coffee to consumers and retailers. For more information, email gkcoffer2015@gmail.com or call 886919314513.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/indonesia-wahana-estate-natural,Indonesia Wahana Estate Natural,Crescendo Coffee Roasters,Medium-Light,Indonesia,"Deeply sweet, intricately rich. Lavender, banana, brandy, dark chocolate, tamarind in aroma and cup. Round but surprisingly zesty acidity; buoyant, silky mouthfeel. Dark chocolate and lavender, in particular, dominate in the short finish and carry deeply into the rich, gently drying long.","Wahana Estate is located in the classic Lintong growing district of North Sumatra Province near Lake Toba. It is a central mill drawing coffee from a group of local smallholding producers. It produces coffees processed by at least three different methods: natural or driedinthefruit, traditional Sumatra wethulled, and fully washed all soft fruit residue is removed from the beans before drying. This sample is a driedinthefruit natural. It tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Founded by a bassoonist in 2015, Crescendo Coffee is an online shop that offers consumers a variety of coffee beans freshly roasted with the Easyster, a Koreanmade roaster. Crescendo donates a portion of its profits to developing clean drinking water in coffeegrowing regions of Africa. For more information, visit www.crescendocoffee.co.kr.",-2.4833826,117.8902853,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/indonesia-sumatra-blue-bianca-dolok-sanggul,Indonesia Sumatra “Blue Bianca” Dolok Sanggul,Panorama Coffee,Medium-Light,Indonesia,"Sweetly tart, elegantly earthy. Dark chocolate, fresh humus, ripe passionfruit, moist pipe tobacco, hazelnut in aroma and cup. Brisk, sweet acidity; full, syrupy mouthfeel. The tartly sweet finish calls up earthy chocolate and nuttoned fruit in the short, rounding to a chocolaty tobacco in the long.","Produced by smallholding farmers from the Onang Ganjang cultivar, a cross between the Hibrido de Timor and Ateng varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a refined example of the type. This coffee tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Panorama Coffee is a specialty roaster based in Sydney, Australia. The company is built around the simple principle of finding and roasting distinct coffees of character to share and enjoy with its café customers. As a business, Panorama believes passionately in building and maintaining close relationships with customers, suppliers and community. For more information, email hello@panoramacoffee.com.au.",-2.4833826,117.8902853,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/meriah-aceh-king-batak,Meriah Aceh King Batak,Once N Cafe Etude,Medium-Light,Indonesia,"Pungent but delicately sweet. Molasses, hazelnut, freshcut redwood, sweet tobacco, magnolialike flowers in aroma and cup. Juicytart acidity; smoothly silky mouthfeel. Finishes with hazelnut and sweet, molassesinflected tobacco notes.","Processed by the honey also called pulped natural method, in which the fruit skin is removed as it is in the wet or washed process, but some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Once N Cafe Etude is a roaster and Internet retailer in Taiwan. For more information, visit https://www.facebook.com/OnceNCafeEtude or email OnceNCafeEtude@gmail.com.",-2.4833826,117.8902853,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/lintong-blue-batak,Lintong Blue Batak,ICC,Medium-Light,Indonesia,"Immensely spicy, rich. Ripe fig, freshcut fir, moist tobacco, cumin, a hint of orange blossom in aroma and cup. Bright, lightly tart acidity; plush, velvety mouthfeel. Flavor consolidates to tobacco and dried fig in a crisply drying finish.",This coffee tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report.,-2.4833826,117.8902853,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/batak-nauli-sumatra,Batak Nauli Sumatra,Topeca Coffee Roasters,Medium-Light,Indonesia,"Delicately and sweetly earth and tobaccotoned. Mango, rich pipe tobacco, caramel, cherry blossom, earthtoned chocolate in aroma and cup. Juicy, rounded acidity; satinysmooth mouthfeel. The resonant finish with all flavor notes intact concludes in a crisply sweet denouement of mango and pipe tobacco.","Produced by the Batak Nauli community of women farmers from trees of the Typica and Sigararutang varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a refined example of the type. This coffee tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Topeca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 9183988022 for more information.",-2.4833826,117.8902853,93,9.0,8.0,8.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/sumatra-gayo-adsenia-triple-pick,Sumatra Gayo “Adsenia” Triple Pick,Old Soul Co.,Medium-Light,Indonesia,"Deeply and richly floral. Rhododendron, freshcut redwood, butterscotch, ripe tangerine, chocolate fudge, pink peppercorn in aroma and cup. Gently crisp acidity; satinysmooth mouthfeel. Flavor consolidates around a citrustoned chocolate in the short; butterscotch resurfaces in the long.","Produced by smallholding farmers from trees of the Jember, Caturra and TimTim varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a refined example of the type. Triple pick means the coffee has been handsorted at least three times to remove imperfect beans. This coffee tied for the thirdhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Old Soul is a roastery, bakery and crafter of artisan goods dedicated to quality in every form. Visit www.oldsoulco.com or call 9164437685 for more information.",-2.4833826,117.8902853,92,9.0,8.0,9.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/sumatra-king-batak-washed,Sumatra King Batak Washed,Cafe Backstage,Medium-Light,Indonesia,"Delicate, richly sweet. Tangerine zest, lightly expressed tobacco, roasted cacao nib, honeysuckle in aroma and cup. Lightly juicy, gently tart acidity; plush, velvety mouthfeel. The bittersweet finish consolidates around sweet cocoa and tobacco suggestions.","This is a conventional wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. This is an unusual process for Sumatra, where most coffees are processed by the unorthodox wethulled method.This coffee tied for the thirdhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Cafe Backstage is a small roastery and cafe in Taipei, Taiwan. For more information, visit www.facebook.com/CafeBackstage332",-2.4833826,117.8902853,92,9.0,8.0,8.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/king-batak-honey,King Batak Honey,Studio Confluence,Medium-Light,Indonesia,"Roundly rich, subtly sweet. Grapefruit zest, honeydew melon, carob, freshcut fir in aroma and cup. Subtle, balanced acidity; velvety mouthfeel. The savorysweet finish consolidates around carob and fir.","Processed by the honey also called pulped natural method, in which the fruit skin is removed as it is in the wet or washed process, but some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee tied for the thirdhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Studio Confluence is a microroastery and coffee shop in Taipei City, Taiwan. For more information, visit www.facebook.com/studioconfluence.  ",-2.4833826,117.8902853,92,9.0,8.0,8.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/sumatra-black-panther,Sumatra Black Panther,Crescendo Coffee Roasters,Medium,Indonesia,"Crisply and deeply sweet. Mango, blood orange, fermented tobacco, bakers chocolate, sweet lilac in aroma and cup. Round, balanced acidity; full, syrupy mouthfeel. The rich, resonant finish is saturated by tobacco and mango notes. ","This exceptional coffee was selected as the No. 19 coffee on Coffee Reviews list of the Top 30 Coffees of 2016. Produced by smallholding farmers of the Catimor, Typica and TimTim varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a particularly refined example of the type. This coffee tied for the top rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Founded by a bassoonist in 2015, Crescendo Coffee is an online shop that offers consumers a variety of coffee beans freshly roasted with the Easyster, a Koreanmade roaster. Crescendo donates a portion of its profits to developing clean drinking water in coffeegrowing regions of Africa. For more information, visit www.crescendocoffee.co.kr.",-2.4833826,117.8902853,94,9.0,9.0,9.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/sumatra-lintong-mutu-batak,Sumatra Lintong Mutu Batak,Klatch Coffee,Medium-Light,Indonesia,"Complex, sweetly rich. Pungent grapefruit, sweet violet, almond brittle, pipe tobacco, fragrant sandalwood in aroma and cup. Juicy acidity; lightly syrupy, buoyant mouthfeel. The crisply rich, long finish retains a pretty combination of violet and tobacco tones.","This exceptional coffee was selected as the 29 coffee on Coffee Reviews list of the Top 30 Coffees of 2016.  Produced by smallholding farmers from the Ateng, Jember and Garundang varieties of Arabica. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a particularly refined example of the type, produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. This coffee tied for the top rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Klatch Coffee is an awardwinning smallbatch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend. Visit www.klatchroasting.com or call 8774552824 for more information.",-2.4833826,117.8902853,94,9.0,8.0,9.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/batak-nuali-sumatra,Batak Nuali Sumatra,PTs Coffee Roasting Co.,Medium-Light,Indonesia,"Rich, sweetsavory. Roasted cacao nib, lime blossom, mango, hazelnut, a hint of coconut in aroma and cup. Roundly brisk, tart acidity; lightly syrupy mouthfeel. The crisply resonant finish is more savory than sweet, redolent of lime zest with a continued hint of coconut.","Produced by smallholding farmers from the Sigararutang Catimor and Typica varieties of Arabica in Pandumaan Village. Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex earth and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called wethulling. This is a particularly refined example of the type, produced in the Lintong region south of Lake Toba, one of the oldest and arguably the most admired of Sumatra growing regions. This coffee tied for the secondhighest rating in a cupping of Sumatra coffees for Coffee Reviews July 2016 tasting report. Roasted at PTs Coffee, where the motto is without the love, its just coffee. Visit www.ptscoffee.com or call 8886785282 for more information.",-2.4833826,117.8902853,93,9.0,9.0,8.0,9.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0
/review/amaro-gayo-natural-ethiopia,Amaro Gayo Natural Ethiopia,Chocolate Fish Coffee Roasters,Light,Ethiopia,"Delicately intricate, deeply sweet. Dried mulberry, jasmine, sandalwood, roasted cacao nib, lime zest in aroma and cup. Juicy, effervescent acidity; silky, levitating mouthfeel. The finish, crisply tart with sweet floral and cacao tones in the short, turns delicately resonant in the long with revived suggestions of mulberry and lime zest.","A natural or dryprocessed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is lowertoned and more richly pungent than the more familiar wetprocessed floral and citrustoned southern Ethiopia profile. Organically grown and meticulously prepared by Asnakech Thomas, Ethiopias only female miller/exporter. Chocolate Fish is a distinguished NewZealandinspired microroaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 9164515181 for more information.",6.7678,35.6343712,94,9.0,9.0,8.0,9.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/brazil-fazenda-alta-vista,Brazil Fazenda Alta Vista,Old Soul Co.,Medium-Light,Brazil,"Sweetly nutty, deeply floral. Butterscotch, hazelnut, lilac, tamarind, dried papaya in aroma and cup. Crisply sweet acidity; satiny mouthfeel. All flavor notes harmoniously carry into a resonant short finish; hazelnut and tamarind linger well into the sweettart long.","Produced by Robson Vilela at Fazenda Alta Vista entirely of the Yellow Bourbon variety of Arabica. This is a dryprocessed or natural coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Old Soul is a roastery, bakery and crafter of artisan goods dedicated to quality in every form. Visit www.oldsoulco.com or call 9164437685 for more information.",-10.3333333,-53.2,93,9.0,8.0,9.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1
/review/el-tontolo-manguito-honduras,El Tontolo Manguito Honduras,Chocolate Fish Coffee Roasters,Light,Honduras,"Crisply and sweetly pungent. Dried persimmon, juniper berry, lemon blossom, slightly salty chocolate, raw almond in aroma and cup. Brothy, sweettart acidity; creamy mouthfeel. The richly drying finish leads with cocoatoned dried persimmon in the short, followed by a hint of nut and perhaps lemonblossom in the long.","Produced by farmer Isidro Lara from the Caturra and Catuai varieties of Arabica. This is a wetprocessed or washed coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socioeconomic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environmentfocused nongovernmental organizations. Chocolate Fish is a distinguished NewZealandinspired microroaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 9164515181 for more information.",15.2572432,-86.0755145,91,8.0,8.0,8.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1
/review/mount-ali-taiwan-typica-natural,Mount Ali Taiwan Typica Natural,The Curve Coffee Roasting Co.,Medium-Light,China,"Delicate, exotic, sweet. Ripe papaya, honeysuckle, aged balsamic vinegar, cocoa powder, a hint of frankincense in aroma and cup. Quiet, round acidity; lightly satiny mouthfeel. The fruitdriven cup transitions to cocoa tones and aged balsamic in the short finish, while the exotic frankincense hint reemerges in the long.","Produced on the ZhuoWuSan Coffee Estate of Mount Ali in Taiwan, at an altitude of 3937 feet, entirely of the Typica variety of Arabica. This is a dryprocessed or natural coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. The Curve Coffee Roasting Co., a certified SCAA teaching lab, offers coffee courses and sells 30 different types of roasted coffee beans. Visit www.thecurvecoffee.com.tw for more information.",35.000074,104.999927,92,9.0,8.0,8.0,9.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1
/review/ardi-ethiopia-natural,Ardi Ethiopia Natural,Topeca Coffee Roasters,Medium-Light,Ethiopia,"Delicate, sweetly floral. Dried peach, honeysuckle, roasted cacao nib, lemon zest, cedar in aroma and cup. Balanced, lyrical acidity; billowy, smooth mouthfeel. The crisp finish follows through on the peach and roasted cacao nib of the aroma in the short, while the long resurrects hints of aromatic cedar. ","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dryprocessed or natural coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Topeca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 9183988022 for more information.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
/review/camilina-geisha-auromar-natural,Camilina Geisha Auromar Natural,Dragonfly Coffee Roasters,Light,Panama," Delicate, bright, sweetly tart. Honey, walnut, hibiscus, red currant, cinnamon in aroma and cup. Intense, fruity acidity; satinysmooth mouthfeel. The crisp, resonant finish centers around tartly floral hibiscus, supported by bittersweet walnut notes with a hint of cinnamonlike spice.","Produced from trees of the rare Ethiopiaderived botanical variety Gesha also Geisha by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the worlds most unique coffees. This is a dryprocessed or natural Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wetprocessed or washed coffees. Dragonfly Coffee is a Boulder, Coloradobased microroaster that produces highquality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 3035792154 for more information.",8.559559,-81.1308434,95,9.0,9.0,9.0,9.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1
/review/manlao-river-ethiopia-yirgacheffe-dry-process-gedeb-asasa,ManLao River Ethiopia Yirgacheffe Dry Process Gedeb Asasa,AHRIRE Roasting,Medium-Light,Ethiopia,"Fruitdriven, crisp. Dried blueberry, almond, butterscotch, sandalwood, bakers chocolate in aroma and cup. Lush, round acidity; fully, satiny mouthfeel. The sweet, juicy finish consolidates to blueberry and sandalwood.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Most Yirgacheffe coffee is prepared by the conventional wet method, in which the skin and pulp are removed from the beans or seeds before they are dried, encouraging a cleanly hightoned, often intensely floral and citrustoned cup. This Yirgacheffe is a natural or dryprocessed version, however, meaning the beans/seeds were dried inside the fruit, encouraging a deepertoned profile, more pungent than bright, though still extravagant in its aromatics. AHRIRE is a microroaster spun off from the ManLao River project, a nonprofit project for alleviating poverty and protecting the environment in the PuEr region of Yunnan Province. AHRIRE or Tiger in the Li language is the name of the head roaster, an ethnic minority member who aims in his roasting to showcase the robust, multifaceted flavors in nature. For more information, visit http://manlaorivercoffeeco.com.",6.7678,35.6343712,94,9.0,8.0,9.0,9.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0
